Created Date,Cut Off At,Fakultas Text,Fakultas Tujuan Text,Id,Jenis Program Text,Jenjang,Jk,Nama Mhs,Negara Tujuan Text,Nim,Prodi Text,Tgl Mulai,Tgl Selesai,Tipe Text,Univ Tujuan Text,Verified
2018-09-21 14:54:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,Short Semester Program,11524,,S1,,Revi Perdani Awangga  ,Malaysia,1330591015,GIZI,2018-07-02,2018-09-26,PT,Universitas Indonesia,Ya
2021-04-14 13:41:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,-,14176,Exchange Program,S2,,Faiqotul    ,Taiwan,0530020419,ILMU EKONOMI,2021-02-22,2021-06-25,FT,Asia University,Ya
2018-09-19 14:40:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,School of Economics,11686,,S1,,Faiqotul    ,Japan,0310060414,EKONOMI PEMBANGUNAN,2018-10-01,2019-02-28,FT,Osaka University,Ya
2023-01-27 09:44:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Mahidol University Nakhon Sawan Campus,7930,Exchange Program,S1,,SUPRIYANTO Saelung   ,Thailand,0331150420,EKONOMI PEMBANGUNAN,2023-01-25,2023-02-01,PT,Mahidol University,Ya
2022-12-07 11:48:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Gigi,Fakultas Kedokteran Gigi,8743,Conference/Seminar Workshop,S1,,Yuke Najmi   ,Indonesia,0331580219,KEDOKTERAN GIGI,2022-09-30,2022-10-02,PT,Universitas Airlangga,Ya
2023-02-06 13:31:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Mahidol University Nakhon Sawan Campus,7938,Exchange Program,S1,,Zahrotan Inayati   ,Thailand,0331990420,MANAJEMEN,2023-01-25,2023-02-01,PT,Mahidol University,Ya
2022-09-22 13:41:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Faculty of Arts and Social Sciences and the Faculty of Business and Economics,8851,Exchange Program,S1,,Zahrotan Inayati   ,Malaysia,0331990420,MANAJEMEN,2022-08-14,2022-08-21,PT,University of Malaya,Ya
2016-06-08 08:51:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,0,9329,,S1,,Derry Wina   ,Singapore,0333090413,MANAJEMEN,2016-01-03,2016-01-09,PT,NUS,Ya
2017-08-16 10:17:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,AUN-ACTS,9733,,S1,,Derry Wina   ,Brunei Darussalam,0333090413,MANAJEMEN,2017-01-16,2017-05-20,FT,Universiti Brunei Darussalam (UBD),Ya
2017-08-22 08:57:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Ekonomi,9734,,S1,,Derry Wina   ,Brunei Darussalam,0333090413,MANAJEMEN,2017-01-16,2017-05-20,FT,Universiti Brunei Darussalam (UBD),Ya
2023-10-05,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,,15796,Exchange Program,S1,,YADJNES  HENDRY  ,Australia,0330680420,EKONOMI ISLAM,2023-02-01,2023-06-23,FT,Deakin University,
2022-10-31 12:07:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Academic of Islamic Studies,8524,Exchange Program,S1,,YADJNES  HENDRY  ,Malaysia,0330680420,EKONOMI ISLAM,2022-10-16,2022-10-23,PT,Universiti Malaya,Ya
2021-11-01 15:35:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,-,15391,Exchange Program,S1,,Elma QOTHRUNNADAA   ,Malaysia,0330210419,AKUNTANSI,2021-10-17,2021-10-17,PT,Universiti Malaya,Ya
2019-04-25 15:02:00.000,2023-07-31 11:48:43.5926,Fakultas Vokasi,Bauernhofspielgruppe Tagertschi,12148,,D3,, Destiar   ,Switzerland,1130021516,BAHASA INGGRIS,2019-01-14,2019-03-15,PT,"Bauernhofspielgruppe Tagertschi, Swiss",Ya
2021-10-25 10:50:00.000,2023-07-31 11:48:43.5926,Fakultas Sains dan Teknologi,School of Technology,14450,Conference/Seminar Workshop,S1,,FARADILA Nisha   ,India,0330550818,TEKNIK LINGKUNGAN,2021-04-11,2021-04-12,PT,"PDEU, Gandhinagar",Ya
2018-09-10 20:00:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Budaya,-,11605,,S1,,    ,Japan,1330131214,STUDI KEJEPANGAN,2017-09-19,2018-09-18,FT,Nagasaki University,Ya
2018-08-27 11:01:00.000,2023-07-31 11:48:43.5926,Fakultas Sains dan Teknologi,Yogyakarta,10926,,S3,, ANGGRAENY   ,Indonesia,0273160816,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,2018-05-07,2018-05-08,PT,Yogyakarta State University,Ya
2021-06-29 13:49:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,Foreign Studies,14187,Exchange Program,Profesi,,Aninda Ekasari   ,Japan,0431390119,PENDIDIKAN PROFESI DOKTER,2021-05-20,2021-07-31,PT,Osaka University,Ya
2019-03-20 15:15:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,Kedokteran,12274,,S1,,Aninda Ekasari   ,Thailand,0331600116,KEDOKTERAN,2019-01-01,2019-01-31,PT,Mahidol University,Ya
2021-06-27 19:37:00.000,2023-07-31 11:48:43.5926,Fakultas Perikanan dan Kelautan,Australian National University,14510,Conference/Seminar Workshop,S1,,Lodi Fadillah Prastyaningtyas  ,Australia,1330661418,TEKNOLOGI HASIL PERIKANAN,2021-06-21,2021-06-24,PT,Australian National University,Ya
2021-03-25 16:12:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Budaya,Faculty of Education,14758,Exchange Program,S1,,ZARKASYA  Emir  ,Japan,1330171215,STUDI KEJEPANGAN,2019-10-01,2020-03-31,FT,Kumamoto University,Ya
2022-12-14 10:06:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Sosial dan Ilmu Politik,Korea University,8278,Exchange Program,S1,,    ,"Korea, South",0330380720,ILMU KOMUNIKASI,2022-09-01,2022-12-23,FT,Korea University,Ya
2019-06-17 13:03:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Gigi,Malaysian Assocition of Orthodontists,12237,,Spesialis,,JEFRI  Adipradana  ,Malaysia,0663070216,ORTODONSIA,2019-04-27,2019-04-29,PT,Malaysian Assocition of Orthodontists,Ya
2022-12-27 15:55:00.000,2023-07-31 11:48:43.5926,Fakultas Farmasi,-,8047,Exchange Program,Profesi,,PRADITTA  ABDI  ,Switzerland,0430310521,PENDIDIKAN PROFESI APOTEKER,2022-02-27,2022-02-27,PT,Massive Open Online Course (MOOC) World Health Organization (WHO) ??? Covid-19 Vaccine Specific-resources,Ya
2022-04-04 10:17:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,universitas teknologi mara,15665,Conference/Seminar Workshop,S1,, Donna Yunanda  ,Malaysia,1330621017,KESEHATAN MASYARAKAT,2021-05-25,2021-05-25,PT,Universiti Teknologi MARA (UiTM),Ya
2017-10-18 16:32:00.000,2023-07-31 11:48:43.5926,Fakultas Keperawatan,Faculty of Nursery,9993,,S1,,YURIKO    ,Australia,1330571315,KEPERAWATAN,2017-10-08,2017-10-21,PT,Flinders University,Ya
2022-01-05 15:06:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,Institute of Molecular Biosciences,15430,Internship,S1,, Gardha Shidqon  ,Thailand,0330760119,KEDOKTERAN,2022-01-30,2022-02-19,PT,Mahidol University,Ya
2022-12-14 19:28:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,kedokteran,8298,Exchange Program,S1,, Gardha Shidqon  ,Malaysia,0330760119,KEDOKTERAN,2022-06-27,2022-07-22,PT,Management and Science University,Ya
2019-07-09 14:11:00.000,2023-07-31 11:48:43.5926,Fakultas Psikologi,Faculty of Graduate Studies,13045,,S1,,Lidwina Sonora   ,Thailand,1331241116,PSIKOLOGI,2019-06-24,2019-06-27,PT,Mahidol University,Ya
2019-09-20 14:27:00.000,2023-07-31 11:48:43.5926,Fakultas Psikologi,Western Australia and East Java University Consortium,13046,Exchange Program,S1,,Lidwina Sonora   ,Australia,1331241116,PSIKOLOGI,2019-08-31,2019-09-10,PT,Edith Cowan University,Ya
2018-08-02 03:23:00.000,2023-07-31 11:48:43.5926,Fakultas Psikologi,College of Art and Science,10874,,S1,,Lidwina Sonora   ,Malaysia,1331241116,PSIKOLOGI,2018-01-02,2018-01-02,PT,Universiti Utara Malaysia,Ya
2019-03-12 10:23:00.000,2023-07-31 11:48:43.5926,Fakultas Psikologi,-,11293,,S1,,Lidwina Sonora   ,Japan,1331241116,PSIKOLOGI,2019-02-26,2019-03-07,PT,Kumamoto University,Ya
2019-04-02 22:59:00.000,2023-07-31 11:48:43.5926,Fakultas Psikologi,Psychology,12194,,S1,,Lidwina Sonora   ,Japan,1331241116,PSIKOLOGI,2019-02-26,2019-03-07,PT,Kumamoto University,Ya
2022-12-06 15:57:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Gigi,Fakultas Kedokteran Gigi,8697,Conference/Seminar Workshop,S1,,    ,Indonesia,0331690219,KEDOKTERAN GIGI,2022-09-30,2022-10-02,PT,Universitas Airlangga,Ya
2018-09-24 14:59:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,The SingHealth Duke-NUS Institute of Medical Simulation (SIMS),11681,,S2,,Nofika  SABRINA  ,Singapore,0463020114,ILMU KEDOKTERAN KLINIK,2018-04-09,2018-04-13,PT,NUS,Ya
2017-11-27 10:37:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,kedokteran,10763,,Profesi,,Gitta Kemala   ,Malaysia,0430350115,PENDIDIKAN PROFESI DOKTER,2017-10-25,2017-10-28,PT,Asian Society for Vascular Surgery,Ya
2021-06-29 13:50:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,Foreign Studies,14712,Exchange Program,S1,, AMARIA   ,Japan,0330310118,KEDOKTERAN,2021-05-20,2021-07-31,PT,Osaka University,Ya
2022-12-20 10:04:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,kedokteran,8093,Exchange Program,S1,,Yoannita Zhafarina   ,Malaysia,0332190119,KEDOKTERAN,2022-10-31,2022-10-11,PT,Universiti Kebangsaan Malaysia (UKM),Ya
2022-12-15 10:34:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,kedokteran,8344,Exchange Program,S1,, Mahdian   ,Malaysia,0332590118,KEDOKTERAN,2022-06-27,2022-07-22,PT,Management and Science University,Ya
2016-09-01 04:20:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Sosial dan Ilmu Politik,-,9237,,S1,, Rofi'udin   ,Singapore,0310320714,ILMU HUBUNGAN INTERNASIONAL,2016-07-10,2016-07-17,PT,National University of Singapore,Ya
2017-08-18 14:21:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Sosial dan Ilmu Politik,The 2nd International Student Science Forum 2017 (ISSF),9830,,S1,, Rofi'udin   ,Vietnam,0310320714,ILMU HUBUNGAN INTERNASIONAL,2017-06-21,2017-06-25,PT,Vietnam National University,Ya
2018-12-05 21:06:00.000,2023-07-31 11:48:43.5926,Fakultas Perikanan dan Kelautan,School of Fisheries and Aquaculture Science,11113,,S1,,Darimiyya Rezkita   ,Malaysia,1330851417,AKUAKULTUR,2018-11-24,2018-12-27,PT,Universiti Malaysia Terengganu,Ya
2021-10-29 16:37:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Academy of Islamic Studies,14022,Exchange Program,S1,, Mustasmara   ,Malaysia,0330160421,EKONOMI ISLAM,2021-10-01,2021-10-31,PT,Universiti Malaya,Ya
2023-02-06 13:25:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Mahidol University Nakhon Sawan Campus,7945,Exchange Program,S1,, Mustasmara   ,Thailand,0330160421,EKONOMI ISLAM,2023-01-25,2023-02-01,PT,Mahidol University,Ya
2022-10-31 12:38:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Academic of Islamic Studies,8542,Exchange Program,S1,, Mustasmara   ,Malaysia,0330160421,EKONOMI ISLAM,2022-10-16,2022-10-23,PT,University of Malaya,Ya
2022-06-20 15:28:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,kedokteran,8972,Competition,S1,,Asa    ,Thailand,0330850120,KEDOKTERAN,2022-03-12,2022-03-13,PT,Mahidol University,Ya
2018-10-22 12:52:00.000,2023-07-31 11:48:43.5926,Fakultas Perikanan dan Kelautan,Faculty of Science,11136,,S1,, FARID   ,Brunei Darussalam,1331211417,AKUAKULTUR,2018-10-08,2018-10-12,PT,Universiti Brunei Darussalam (UBD),Ya
2019-07-11 09:31:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,The 4th International Conference on Public Health (ICOPH 2018),13206,,S1,,Satryatama  Taqwa  ,Thailand,1310091014,GIZI,2018-07-19,2018-09-23,PT,The 4th International Conference on Public Health (ICOPH 2018),Ya
2017-08-16 11:09:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,Fontys Hogeschool HRM en Psychologie,9726,,S1,,Satryatama  Taqwa  ,Netherlands,1310091014,GIZI,2017-02-06,2017-07-21,FT,Fontys University of Applied Sciences,Ya
2017-12-04 12:28:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,university of Applied Sciences,10377,,S1,,Satryatama  Taqwa  ,Belgium,1310091014,GIZI,2017-02-06,2017-07-21,FT,Universitas Indonesia,Tidak
2017-12-04 12:28:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,university of Applied Sciences,10378,,S1,,Satryatama  Taqwa  ,Belgium,1310091014,GIZI,2017-02-06,2017-07-21,FT,Universitas Indonesia,Tidak
2017-12-04 12:30:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,university of Applied Sciences,10379,,S1,,Satryatama  Taqwa  ,Belarus,1310091014,GIZI,2017-02-06,2017-07-21,FT,Universitas Indonesia,Ya
2020-06-05 16:21:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Sosial dan Ilmu Politik,xxx,13647,Conference/Seminar Workshop,S1,, Adriana Alhakim  ,Malaysia,0330760717,ADMINISTRASI PUBLIK,2020-03-08,2020-03-10,PT,Universiti Putra Malaysia,Ya
2019-07-09 18:33:00.000,2023-07-31 11:48:43.5926,Fakultas Sains dan Teknologi,Faculty of Science,13227,,S1,,Leny  Pratiknjo  ,Malaysia,0330050815,TEKNIK BIOMEDIS,2019-07-03,2019-07-08,PT,"Malaysia, Singapore, Thailand",Ya
2019-09-03 11:10:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,Kedokteran,12905,,Profesi,,Idham    ,Portugal,0430470116,PENDIDIKAN PROFESI DOKTER,2019-08-01,2019-08-31,PT,hospital santa maria,Ya
2022-12-20 11:04:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,kedokteran,8114,Conference/Seminar Workshop,Spesialis,,Idham    ,"Korea, South",0163020121,ILMU KESEHATAN MATA,2022-12-02,2022-12-03,PT,International Orbital Society,Ya
2017-06-05 10:13:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,no data,9398,,S1,,Idham    ,Netherlands,0330160113,KEDOKTERAN,2017-02-11,2017-02-17,PT,no data,Ya
2019-03-21 09:40:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,Kedokteran,12410,,S1,, Venugopal Pamungkas  ,Spain,0310370114,KEDOKTERAN,2019-01-01,2019-01-31,PT,"Hospital General de Catalunya, Catalonia",Ya
2019-03-29 13:11:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Gigi,Faculty of Dentistry,12036,,S1,,    ,Malaysia,0331550216,KEDOKTERAN GIGI,2019-02-20,2019-02-22,PT,University of Malaya,Ya
2019-07-09 21:54:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,kedokteran,13130,,S1,,ELYCKA Widiyatno Hendrayanto  ,Malaysia,0331770116,KEDOKTERAN,2019-07-08,2019-08-02,PT,Universiti Kebangsaan Malaysia (UKM),Ya
2021-03-26 12:05:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,INTERNATIONALL COMMUNITY SERVICE,14220,Conference/Seminar Workshop,S1,, Idfi   ,Malaysia,1330461020,GIZI,2020-02-04,2020-02-04,PT,INTERNATIONALL COMMUNITY SERVICE,Ya
2021-03-26 12:16:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,Management Science University,14221,Conference/Seminar Workshop,S1,, Idfi   ,Malaysia,1330461020,GIZI,2020-11-02,2020-11-02,PT,Management & Science University,Ya
2019-03-20 15:18:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,Kedokteran,12284,,S1,,YOGI Wardati Roudhotunnisa  ,Thailand,0330160116,KEDOKTERAN,2019-01-01,2019-01-31,PT,Mahidol University,Ya
2021-03-28 19:34:00.000,2023-07-31 11:48:43.5926,Fakultas Keperawatan,College of Nursing,14045,Short Program,S1,,  Yuwono  ,Taiwan,1332131320,KEPERAWATAN,2021-01-25,2021-02-05,PT,Taipei Medical University,Ya
2019-04-25 14:57:00.000,2023-07-31 11:48:43.5926,Fakultas Vokasi,Kuala Lumpur Malaysia,12022,,D3,, Dwiamanda   ,Malaysia,1130301516,MANAJEMEN PEMASARAN,2019-01-01,2019-01-11,PT,International Global Network,Ya
2017-05-24 14:56:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Sosial dan Ilmu Politik,no data,9157,,S1,,    ,Indonesia,0330260714,ILMU HUBUNGAN INTERNASIONAL,2017-03-04,2017-03-05,PT,no data,Ya
2021-07-07 14:12:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,College of Science and Engineering,14581,Exchange Program,S1,,Eshleen Maghfiroh   ,United Kingdom,0330850418,AKUNTANSI,2021-08-29,2022-01-03,FT,The University of Edinburgh,Ya
2018-11-22 11:27:00.000,2023-07-31 11:48:43.5926,Fakultas Keperawatan,School of Nursing & Midwifery,11181,,S2,,Ririk Fadhlirrahman   ,Australia,1530521317,KEPERAWATAN,2018-10-01,2018-10-12,PT,La Trobe University,Ya
2020-03-26 12:58:00.000,2023-07-31 11:48:43.5926,Fakultas Vokasi,Accounting and Information System,13888,Internship,D3,,Ivo  Jayayanti  ,Taiwan,1130991516,AKUNTANSI,2019-09-09,2020-07-31,FT,Asia University,Ya
2019-06-14 15:09:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Sosial dan Ilmu Politik,xxx,12298,,S1,, RAHMANSYAH Panggabean  ,Thailand,0330150716,ILMU HUBUNGAN INTERNASIONAL,2019-05-23,2019-05-25,PT,Thailand National Institute of Development Administration,Ya
2021-10-06 13:26:00.000,2023-07-31 11:48:43.5926,Fakultas Psikologi,Psychology,14456,Exchange Program,S1,, Vigo   ,"Korea, South",1332151118,PSIKOLOGI,2021-07-23,2022-02-25,FT,Jeonbuk National University,Ya
2022-04-04 10:22:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,universitas teknologi mara,15668,Conference/Seminar Workshop,S1,,Vitho Permadi   ,Malaysia,1330871017,KESEHATAN MASYARAKAT,2021-05-25,2021-05-25,PT,Universiti Teknologi MARA (UiTM),Ya
2022-12-07 11:24:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Gigi,Fakultas Kedokteran Gigi,8735,Conference/Seminar Workshop,S1,,SYAUQINA Geraldus   ,Indonesia,0331360219,KEDOKTERAN GIGI,2022-09-30,2022-10-02,PT,Universitas Airlangga,Ya
2019-10-03 12:58:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Ekonomi,12707,,S1,,MAXIMILLIAN Widyantoro Farahditaningtiyas  ,Taiwan,0332160417,AKUNTANSI,2019-10-13,2019-10-18,PT,Chinese Culture University,Ya
2019-01-26 15:52:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Ekonomi,11030,,S1,,MAXIMILLIAN Widyantoro Farahditaningtiyas  ,Malaysia,0332160417,AKUNTANSI,2018-10-16,2018-10-19,PT,Universiti Kuala Lumpur Malaysia,Ya
2021-10-27 21:52:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Gigi,MINEC MegaGen International Network and Clinical Research,14064,Conference/Seminar Workshop,Spesialis,,  Miftachul  ,United Kingdom,0563010220,PERIODONSIA,2021-05-01,2021-05-01,PT,MINEC MegaGen International Network and Clinical Research,Ya
2017-08-18 09:56:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,the 3rd International Choral Competition Ave Verum 2017,9844,,S1,,Widiyanti Rohana   ,Austria,0310180414,AKUNTANSI,2017-06-15,2017-06-29,PT,Duale Hochschule Baden-Wurttemberg Ravensburg,Ya
2019-07-31 08:41:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Ekonomi,12966,,S1,,Ukik Setianingrum   ,"Korea, South",0332330416,AKUNTANSI,2019-09-02,2019-12-20,FT,Chung-Ang University,Ya
2022-09-21 09:37:00.000,2023-07-31 11:48:43.5926,Fakultas Hukum,Faculty of Law,8803,Conference/Seminar Workshop,S2,, Clarissa   ,Singapore,2210192332,KENOTARIATAN,2022-09-01,2022-09-01,PT,National University of Singapore,Ya
2019-04-23 10:09:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Sosial dan Ilmu Politik,xxx,12288,,S1,,Louisa Hanaan Arnando  ,Hong Kong (SAR),0330070716,ILMU HUBUNGAN INTERNASIONAL,2019-01-25,2019-01-26,PT,"The 12th International Conference on Language, Education, Humanities and Innovation? (ICLEHI) 2019",Ya
2020-10-19 10:08:00.000,2023-07-31 11:48:43.5926,Fakultas Hukum,Faculty of Law,13274,Short Program,S1,,Adolfo Mardiansyah Clarasati  ,"Palestinian Territory, Occupied",0332470319,ILMU HUKUM,2020-09-10,2020-09-10,PT,Hebron University,Ya
2019-07-11 14:53:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Ekonomi,12642,,S2,,ZAHRAH    ,Bangladesh,0530340417,AKUNTANSI,2019-07-12,2019-07-22,PT,Daffodil International University,Ya
2019-03-25 09:55:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,Bali Asia International Model,12090,,S1,, NURMALASARI RAFIKALIA  ,Indonesia,1331881016,KESEHATAN MASYARAKAT,2019-03-22,2019-03-25,PT,lembaga,Ya
2019-06-15 13:56:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Ekonomi,11940,,S1,, Margarita   ,Malaysia,0331220417,EKONOMI PEMBANGUNAN,2019-05-13,2019-05-15,PT,Universiti Kebangsaan Malaysia (UKM),Ya
2016-08-01 09:54:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,-,9181,,S1,,Andiena  Rumbiak  ,Taiwan,0312270414,AKUNTANSI,2016-08-21,2016-08-28,PT,Chang Jung Christian University,Ya
2016-09-01 04:04:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,-,9182,,S1,,Andiena  Rumbiak  ,Taiwan,0312270414,AKUNTANSI,2016-08-22,2016-08-28,PT,Chang Jung Christian University,Ya
2021-10-25 11:52:00.000,2023-07-31 11:48:43.5926,Fakultas Sains dan Teknologi,Dept of Academic Affairs,14342,Conference/Seminar Workshop,S1,, Tobing Irfiansyah  ,Malaysia,0330370819,STATISTIKA,2021-03-30,2021-03-31,PT,UITM Terengganu,Ya
2022-12-07 14:21:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Gigi,Fakultas Kedokteran Gigi,8791,Conference/Seminar Workshop,S1,,Daquin Tsabitah   ,Indonesia,0330140219,KEDOKTERAN GIGI,2022-09-30,2022-10-02,PT,Universitas Airlangga,Ya
2020-03-19 15:48:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Sosial dan Ilmu Politik,xxx,13807,Participation in Consortium,S1,,    ,Malaysia,0330210717,ILMU INFORMASI DAN PERPUSTAKAAN,2020-01-06,2020-01-31,PT,Perpustakaan Tun Seri Lanang Universiti Kebangsaan Malaysia,Ya
2021-10-25 10:28:00.000,2023-07-31 11:48:43.5926,Fakultas Sains dan Teknologi,School of Technology,14503,Conference/Seminar Workshop,S1,,Alisa Yogaswara Manihuruk  ,India,0330420818,TEKNIK LINGKUNGAN,2021-04-11,2021-04-12,PT,"PDEU, Gandhinagar",Ya
2022-10-18 16:03:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Hewan,kedokteran hewan,8487,Conference/Seminar Workshop,S2,,Gegana CHANDRAMOHAN   ,Thailand,0530100621,BIOLOGI REPRODUKSI,2022-07-01,2022-07-03,PT,Khon Kaen University,Ya
2022-01-14 15:35:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,APACPH-KL SEMINAR ON HEALTH LAW AND ETHICS,15440,Conference/Seminar Workshop,S2,,RUBEN NADIF Fahri  ,Malaysia,1530351019,ADMINISTRASI DAN KEBIJAKAN KESEHATAN,2021-06-17,2021-06-17,PT,APACPH-KL SEMINAR ON HEALTH LAW AND ETHICS,Ya
2023-02-06 13:20:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Mahidol University Nakhon Sawan Campus,7940,Exchange Program,S1,,YUYUN  Intansari  ,Thailand,0332010420,EKONOMI ISLAM,2023-01-25,2023-02-01,PT,Mahidol University,Ya
2018-11-06 10:20:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,Kedokteran,11202,,S1,,SINGGIH    ,Malaysia,0330530117,KEDOKTERAN,2018-06-29,2018-06-30,PT,Melaka Manipal Medical College,Ya
2016-11-14 14:47:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,-,9437,,S1,,PASHA Imansari   ,Japan,1321061012,KESEHATAN MASYARAKAT,2016-02-29,2016-03-01,PT,Lembaga,Ya
2016-11-14 14:51:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,Teikyo University School of Public Health,9438,,S1,,PASHA Imansari   ,Japan,1321061012,KESEHATAN MASYARAKAT,2016-09-16,2016-09-19,PT,Universitas Indonesia,Ya
2021-04-14 12:53:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Sosial dan Ilmu Politik,-,14375,Short Program,S1,, Brillyand   ,Philippines,0330160719,ADMINISTRASI PUBLIK,2021-03-22,2021-03-27,PT,Lyceum of the Philippines University,Ya
2019-03-30 14:50:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Sosial dan Ilmu Politik,"Management & Science University, Malaysia",11956,,S1,,Nuruddin Afiyah   ,Malaysia,0330750717,ILMU POLITIK,2019-01-20,2019-01-22,PT,Management & Science University,Ya
2022-06-22 05:45:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Hewan,School of Veterinary Medicine,9048,Exchange Program,S1,,  Warman  ,Japan,0330310621,KEDOKTERAN HEWAN,2022-02-11,2022-02-11,PT,Yamaguchi University,Ya
2021-11-03 12:31:00.000,2023-07-31 11:48:43.5926,Fakultas Farmasi,Farmasi,14950,Exchange Program,Profesi,,Hisyam Naufalino   ,Switzerland,0430860520,PENDIDIKAN PROFESI APOTEKER,2021-04-28,2021-04-28,PT,World Health Organization (WHO),Ya
2018-08-07 04:52:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,Kedokteran,10663,,S1,,    ,Japan,0331770115,KEDOKTERAN,2018-07-09,2018-08-03,PT,JUTENDO UNIVERSITY,Ya
